year,bedrooms,property_type,location,avg_rent
2012,All bedrooms,Semi detached house,Dublin,1162.22
2012,All bedrooms,Semi detached house,"Shankill, Dublin",1228.26
2012,All bedrooms,Semi detached house,"Stillorgan, Dublin",1486.12
2012,All bedrooms,Semi detached house,Dublin 2,
2012,All bedrooms,Semi detached house,"Charlemont Street, Dublin 2",
2012,All bedrooms,Semi detached house,Dublin 6,1505.46
2012,All bedrooms,Semi detached house,"Milltown, Dublin 6",1651.32
2012,All bedrooms,Semi detached house,"Ranelagh, Dublin 6",1515.68
2012,All bedrooms,Semi detached house,Dublin 14,1459.53
2012,All bedrooms,Semi detached house,"Churchtown, Dublin 14",1449.55
2012,All bedrooms,Semi detached house,Dublin 16,1220.66
2012,All bedrooms,Semi detached house,"Dundrum, Dublin 16",1424.08
2012,All bedrooms,Semi detached house,Dublin 18,1372.59
2012,All bedrooms,Semi detached house,"Cabinteely, Dublin 18",1345.66
2012,All bedrooms,Semi detached house,"Carrickmines, Dublin 18",
2012,All bedrooms,Semi detached house,"Leopardstown, Dublin 18",1341.26
2012,All bedrooms,Semi detached house,"Sandyford, Dublin 18",1289.34
2012,All bedrooms,Terrace house,Dublin,1104.94
2012,All bedrooms,Terrace house,"Shankill, Dublin",
2012,All bedrooms,Terrace house,"Stillorgan, Dublin",1354.67
2012,All bedrooms,Terrace house,Dublin 2,1847.53
2012,All bedrooms,Terrace house,"Charlemont Street, Dublin 2",
2012,All bedrooms,Terrace house,Dublin 6,1438.77
2012,All bedrooms,Terrace house,"Milltown, Dublin 6",1312.9
2012,All bedrooms,Terrace house,"Ranelagh, Dublin 6",1707.03
2012,All bedrooms,Terrace house,Dublin 14,1293.43
2012,All bedrooms,Terrace house,"Churchtown, Dublin 14",1312.81
2012,All bedrooms,Terrace house,Dublin 16,1102.29
2012,All bedrooms,Terrace house,"Dundrum, Dublin 16",1225.32
2012,All bedrooms,Terrace house,Dublin 18,1294.43
2012,All bedrooms,Terrace house,"Cabinteely, Dublin 18",
2012,All bedrooms,Terrace house,"Carrickmines, Dublin 18",
2012,All bedrooms,Terrace house,"Leopardstown, Dublin 18",
2012,All bedrooms,Terrace house,"Sandyford, Dublin 18",1236.56
2012,All bedrooms,Apartment,Dublin,1022.84
2012,All bedrooms,Apartment,"Shankill, Dublin",979.64
2012,All bedrooms,Apartment,"Stillorgan, Dublin",1178.54
2012,All bedrooms,Apartment,Dublin 2,1186.08
2012,All bedrooms,Apartment,"Charlemont Street, Dublin 2",1233.21
2012,All bedrooms,Apartment,Dublin 6,1063.36
2012,All bedrooms,Apartment,"Milltown, Dublin 6",1310.62
2012,All bedrooms,Apartment,"Ranelagh, Dublin 6",1055.09
2012,All bedrooms,Apartment,Dublin 14,1123.82
2012,All bedrooms,Apartment,"Churchtown, Dublin 14",1159.68
2012,All bedrooms,Apartment,Dublin 16,1084.13
2012,All bedrooms,Apartment,"Dundrum, Dublin 16",1156.04
2012,All bedrooms,Apartment,Dublin 18,1118.38
2012,All bedrooms,Apartment,"Cabinteely, Dublin 18",1063.66
2012,All bedrooms,Apartment,"Carrickmines, Dublin 18",1087.93
2012,All bedrooms,Apartment,"Leopardstown, Dublin 18",1186.2
2012,All bedrooms,Apartment,"Sandyford, Dublin 18",1131.14
2012,All bedrooms,Other flats,Dublin,635.31
2012,All bedrooms,Other flats,"Shankill, Dublin",
2012,All bedrooms,Other flats,"Stillorgan, Dublin",
2012,All bedrooms,Other flats,Dublin 2,864.73
2012,All bedrooms,Other flats,"Charlemont Street, Dublin 2",
2012,All bedrooms,Other flats,Dublin 6,647.48
2012,All bedrooms,Other flats,"Milltown, Dublin 6",
2012,All bedrooms,Other flats,"Ranelagh, Dublin 6",644.83
2012,All bedrooms,Other flats,Dublin 14,806.53
2012,All bedrooms,Other flats,"Churchtown, Dublin 14",
2012,All bedrooms,Other flats,Dublin 16,
2012,All bedrooms,Other flats,"Dundrum, Dublin 16",
2012,All bedrooms,Other flats,Dublin 18,811.82
2012,All bedrooms,Other flats,"Cabinteely, Dublin 18",
2012,All bedrooms,Other flats,"Carrickmines, Dublin 18",
2012,All bedrooms,Other flats,"Leopardstown, Dublin 18",
2012,All bedrooms,Other flats,"Sandyford, Dublin 18",
2012,One bed,All property types,Dublin,738.61
2012,One bed,All property types,"Shankill, Dublin",
2012,One bed,All property types,"Stillorgan, Dublin",915.85
2012,One bed,All property types,Dublin 2,895.57
2012,One bed,All property types,"Charlemont Street, Dublin 2",
2012,One bed,All property types,Dublin 6,669.57
2012,One bed,All property types,"Milltown, Dublin 6",1015.07
2012,One bed,All property types,"Ranelagh, Dublin 6",697.07
2012,One bed,All property types,Dublin 14,882.27
2012,One bed,All property types,"Churchtown, Dublin 14",940.68
2012,One bed,All property types,Dublin 16,841.87
2012,One bed,All property types,"Dundrum, Dublin 16",952.12
2012,One bed,All property types,Dublin 18,925.61
2012,One bed,All property types,"Cabinteely, Dublin 18",849.62
2012,One bed,All property types,"Carrickmines, Dublin 18",878.51
2012,One bed,All property types,"Leopardstown, Dublin 18",1004.91
2012,One bed,All property types,"Sandyford, Dublin 18",928.07
2012,One bed,Detached house,Dublin,875.45
2012,One bed,Detached house,"Shankill, Dublin",
2012,One bed,Detached house,"Stillorgan, Dublin",
2012,One bed,Detached house,Dublin 2,
2012,One bed,Detached house,"Charlemont Street, Dublin 2",
2012,One bed,Detached house,Dublin 6,
2012,One bed,Detached house,"Milltown, Dublin 6",
2012,One bed,Detached house,"Ranelagh, Dublin 6",
2012,One bed,Detached house,Dublin 14,
2012,One bed,Detached house,"Churchtown, Dublin 14",
2012,One bed,Detached house,Dublin 16,
2012,One bed,Detached house,"Dundrum, Dublin 16",
2012,One bed,Detached house,Dublin 18,
2012,One bed,Detached house,"Cabinteely, Dublin 18",
2012,One bed,Detached house,"Carrickmines, Dublin 18",
2012,One bed,Detached house,"Leopardstown, Dublin 18",
2012,One bed,Detached house,"Sandyford, Dublin 18",
2012,One bed,Semi detached house,Dublin,749.1
2012,One bed,Semi detached house,"Shankill, Dublin",
2012,One bed,Semi detached house,"Stillorgan, Dublin",
2012,One bed,Semi detached house,Dublin 2,
2012,One bed,Semi detached house,"Charlemont Street, Dublin 2",
2012,One bed,Semi detached house,Dublin 6,653.56
2012,One bed,Semi detached house,"Milltown, Dublin 6",
2012,One bed,Semi detached house,"Ranelagh, Dublin 6",
2012,One bed,Semi detached house,Dublin 14,
2012,One bed,Semi detached house,"Churchtown, Dublin 14",
2012,One bed,Semi detached house,Dublin 16,
2012,One bed,Semi detached house,"Dundrum, Dublin 16",
2012,One bed,Semi detached house,Dublin 18,
2012,One bed,Semi detached house,"Cabinteely, Dublin 18",
2012,One bed,Semi detached house,"Carrickmines, Dublin 18",
2012,One bed,Semi detached house,"Leopardstown, Dublin 18",
2012,One bed,Semi detached house,"Sandyford, Dublin 18",
2012,One bed,Terrace house,Dublin,698.45
2012,One bed,Terrace house,"Shankill, Dublin",
2012,One bed,Terrace house,"Stillorgan, Dublin",
2012,One bed,Terrace house,Dublin 2,
2012,One bed,Terrace house,"Charlemont Street, Dublin 2",
2012,One bed,Terrace house,Dublin 6,662.25
2012,One bed,Terrace house,"Milltown, Dublin 6",
2012,One bed,Terrace house,"Ranelagh, Dublin 6",
2012,One bed,Terrace house,Dublin 14,
2012,One bed,Terrace house,"Churchtown, Dublin 14",
2012,One bed,Terrace house,Dublin 16,
2012,One bed,Terrace house,"Dundrum, Dublin 16",
2012,One bed,Terrace house,Dublin 18,
2012,One bed,Terrace house,"Cabinteely, Dublin 18",
2012,One bed,Terrace house,"Carrickmines, Dublin 18",
2012,One bed,Terrace house,"Leopardstown, Dublin 18",
2012,One bed,Terrace house,"Sandyford, Dublin 18",
2012,One bed,Apartment,Dublin,835.08
2012,One bed,Apartment,"Shankill, Dublin",
2012,One bed,Apartment,"Stillorgan, Dublin",935.7
2012,One bed,Apartment,Dublin 2,942.1
2012,One bed,Apartment,"Charlemont Street, Dublin 2",
2012,One bed,Apartment,Dublin 6,877.69
2012,One bed,Apartment,"Milltown, Dublin 6",1045.08
2012,One bed,Apartment,"Ranelagh, Dublin 6",904.83
2012,One bed,Apartment,Dublin 14,908.47
2012,One bed,Apartment,"Churchtown, Dublin 14",965.0
2012,One bed,Apartment,Dublin 16,916.15
2012,One bed,Apartment,"Dundrum, Dublin 16",973.1
2012,One bed,Apartment,Dublin 18,935.25
2012,One bed,Apartment,"Cabinteely, Dublin 18",858.88
2012,One bed,Apartment,"Carrickmines, Dublin 18",872.27
2012,One bed,Apartment,"Leopardstown, Dublin 18",1004.91
2012,One bed,Apartment,"Sandyford, Dublin 18",950.35
2012,One bed,Other flats,Dublin,571.27
2012,One bed,Other flats,"Shankill, Dublin",
2012,One bed,Other flats,"Stillorgan, Dublin",
2012,One bed,Other flats,Dublin 2,713.64
2012,One bed,Other flats,"Charlemont Street, Dublin 2",
2012,One bed,Other flats,Dublin 6,577.71
2012,One bed,Other flats,"Milltown, Dublin 6",
2012,One bed,Other flats,"Ranelagh, Dublin 6",593.48
2012,One bed,Other flats,Dublin 14,
2012,One bed,Other flats,"Churchtown, Dublin 14",
2012,One bed,Other flats,Dublin 16,
2012,One bed,Other flats,"Dundrum, Dublin 16",
2012,One bed,Other flats,Dublin 18,
2012,One bed,Other flats,"Cabinteely, Dublin 18",
2012,One bed,Other flats,"Carrickmines, Dublin 18",
2012,One bed,Other flats,"Leopardstown, Dublin 18",
2012,One bed,Other flats,"Sandyford, Dublin 18",
2012,Two bed,All property types,Dublin,1032.15
2012,Two bed,All property types,"Shankill, Dublin",982.79
2012,Two bed,All property types,"Stillorgan, Dublin",1167.13
2012,Two bed,All property types,Dublin 2,1297.25
2012,Two bed,All property types,"Charlemont Street, Dublin 2",1188.91
2012,Two bed,All property types,Dublin 6,1079.89
2012,Two bed,All property types,"Milltown, Dublin 6",1333.51
2012,Two bed,All property types,"Ranelagh, Dublin 6",1126.58
2012,Two bed,All property types,Dublin 14,1133.23
2012,Two bed,All property types,"Churchtown, Dublin 14",1213.86
2012,Two bed,All property types,Dublin 16,1077.24
2012,Two bed,All property types,"Dundrum, Dublin 16",1166.21
2012,Two bed,All property types,Dublin 18,1122.15
2012,Two bed,All property types,"Cabinteely, Dublin 18",1023.01
2012,Two bed,All property types,"Carrickmines, Dublin 18",1121.49
2012,Two bed,All property types,"Leopardstown, Dublin 18",1185.58
2012,Two bed,All property types,"Sandyford, Dublin 18",1142.33
2012,Two bed,Detached house,Dublin,1123.88
2012,Two bed,Detached house,"Shankill, Dublin",
2012,Two bed,Detached house,"Stillorgan, Dublin",
2012,Two bed,Detached house,Dublin 2,
2012,Two bed,Detached house,"Charlemont Street, Dublin 2",
2012,Two bed,Detached house,Dublin 6,
2012,Two bed,Detached house,"Milltown, Dublin 6",
2012,Two bed,Detached house,"Ranelagh, Dublin 6",
2012,Two bed,Detached house,Dublin 14,
2012,Two bed,Detached house,"Churchtown, Dublin 14",
2012,Two bed,Detached house,Dublin 16,
2012,Two bed,Detached house,"Dundrum, Dublin 16",
2012,Two bed,Detached house,Dublin 18,
2012,Two bed,Detached house,"Cabinteely, Dublin 18",
2012,Two bed,Detached house,"Carrickmines, Dublin 18",
2012,Two bed,Detached house,"Leopardstown, Dublin 18",
2012,Two bed,Detached house,"Sandyford, Dublin 18",
2012,Two bed,Semi detached house,Dublin,1001.41
2012,Two bed,Semi detached house,"Shankill, Dublin",
2012,Two bed,Semi detached house,"Stillorgan, Dublin",
2012,Two bed,Semi detached house,Dublin 2,
2012,Two bed,Semi detached house,"Charlemont Street, Dublin 2",
2012,Two bed,Semi detached house,Dublin 6,1139.49
2012,Two bed,Semi detached house,"Milltown, Dublin 6",
2012,Two bed,Semi detached house,"Ranelagh, Dublin 6",
2012,Two bed,Semi detached house,Dublin 14,1130.53
2012,Two bed,Semi detached house,"Churchtown, Dublin 14",
2012,Two bed,Semi detached house,Dublin 16,
2012,Two bed,Semi detached house,"Dundrum, Dublin 16",
2012,Two bed,Semi detached house,Dublin 18,
2012,Two bed,Semi detached house,"Cabinteely, Dublin 18",
2012,Two bed,Semi detached house,"Carrickmines, Dublin 18",
2012,Two bed,Semi detached house,"Leopardstown, Dublin 18",
2012,Two bed,Semi detached house,"Sandyford, Dublin 18",
2012,Two bed,Terrace house,Dublin,1000.65
2012,Two bed,Terrace house,"Shankill, Dublin",
2012,Two bed,Terrace house,"Stillorgan, Dublin",
2012,Two bed,Terrace house,Dublin 2,2127.88
2012,Two bed,Terrace house,"Charlemont Street, Dublin 2",
2012,Two bed,Terrace house,Dublin 6,1201.64
2012,Two bed,Terrace house,"Milltown, Dublin 6",1269.27
2012,Two bed,Terrace house,"Ranelagh, Dublin 6",1256.54
2012,Two bed,Terrace house,Dublin 14,1097.85
2012,Two bed,Terrace house,"Churchtown, Dublin 14",
2012,Two bed,Terrace house,Dublin 16,998.94
2012,Two bed,Terrace house,"Dundrum, Dublin 16",1129.5
2012,Two bed,Terrace house,Dublin 18,1114.67
2012,Two bed,Terrace house,"Cabinteely, Dublin 18",
2012,Two bed,Terrace house,"Carrickmines, Dublin 18",
2012,Two bed,Terrace house,"Leopardstown, Dublin 18",
2012,Two bed,Terrace house,"Sandyford, Dublin 18",
2012,Two bed,Apartment,Dublin,1049.16
2012,Two bed,Apartment,"Shankill, Dublin",986.47
2012,Two bed,Apartment,"Stillorgan, Dublin",1164.58
2012,Two bed,Apartment,Dublin 2,1275.16
2012,Two bed,Apartment,"Charlemont Street, Dublin 2",1188.91
2012,Two bed,Apartment,Dublin 6,1152.02
2012,Two bed,Apartment,"Milltown, Dublin 6",1354.07
2012,Two bed,Apartment,"Ranelagh, Dublin 6",1174.95
2012,Two bed,Apartment,Dublin 14,1141.75
2012,Two bed,Apartment,"Churchtown, Dublin 14",1242.46
2012,Two bed,Apartment,Dublin 16,1080.85
2012,Two bed,Apartment,"Dundrum, Dublin 16",1175.18
2012,Two bed,Apartment,Dublin 18,1119.26
2012,Two bed,Apartment,"Cabinteely, Dublin 18",1022.0
2012,Two bed,Apartment,"Carrickmines, Dublin 18",1108.95
2012,Two bed,Apartment,"Leopardstown, Dublin 18",1182.84
2012,Two bed,Apartment,"Sandyford, Dublin 18",1141.64
2012,Two bed,Other flats,Dublin,829.56
2012,Two bed,Other flats,"Shankill, Dublin",
2012,Two bed,Other flats,"Stillorgan, Dublin",
2012,Two bed,Other flats,Dublin 2,1089.66
2012,Two bed,Other flats,"Charlemont Street, Dublin 2",
2012,Two bed,Other flats,Dublin 6,831.73
2012,Two bed,Other flats,"Milltown, Dublin 6",
2012,Two bed,Other flats,"Ranelagh, Dublin 6",874.79
2012,Two bed,Other flats,Dublin 14,
2012,Two bed,Other flats,"Churchtown, Dublin 14",
2012,Two bed,Other flats,Dublin 16,
2012,Two bed,Other flats,"Dundrum, Dublin 16",
2012,Two bed,Other flats,Dublin 18,
2012,Two bed,Other flats,"Cabinteely, Dublin 18",
2012,Two bed,Other flats,"Carrickmines, Dublin 18",
2012,Two bed,Other flats,"Leopardstown, Dublin 18",
2012,Two bed,Other flats,"Sandyford, Dublin 18",
2012,Three bed,All property types,Dublin,1158.17
2012,Three bed,All property types,"Shankill, Dublin",1134.25
2012,Three bed,All property types,"Stillorgan, Dublin",1426.67
2012,Three bed,All property types,Dublin 2,1606.47
2012,Three bed,All property types,"Charlemont Street, Dublin 2",
2012,Three bed,All property types,Dublin 6,1467.51
2012,Three bed,All property types,"Milltown, Dublin 6",1565.41
2012,Three bed,All property types,"Ranelagh, Dublin 6",1694.31
2012,Three bed,All property types,Dublin 14,1370.85
2012,Three bed,All property types,"Churchtown, Dublin 14",1316.33
2012,Three bed,All property types,Dublin 16,1190.04
2012,Three bed,All property types,"Dundrum, Dublin 16",1404.16
2012,Three bed,All property types,Dublin 18,1327.39
2012,Three bed,All property types,"Cabinteely, Dublin 18",1280.98
2012,Three bed,All property types,"Carrickmines, Dublin 18",1377.98
2012,Three bed,All property types,"Leopardstown, Dublin 18",1325.28
2012,Three bed,All property types,"Sandyford, Dublin 18",1305.67
2012,Three bed,Detached house,Dublin,1262.93
2012,Three bed,Detached house,"Shankill, Dublin",
2012,Three bed,Detached house,"Stillorgan, Dublin",
2012,Three bed,Detached house,Dublin 2,
2012,Three bed,Detached house,"Charlemont Street, Dublin 2",
2012,Three bed,Detached house,Dublin 6,
2012,Three bed,Detached house,"Milltown, Dublin 6",
2012,Three bed,Detached house,"Ranelagh, Dublin 6",
2012,Three bed,Detached house,Dublin 14,
2012,Three bed,Detached house,"Churchtown, Dublin 14",
2012,Three bed,Detached house,Dublin 16,
2012,Three bed,Detached house,"Dundrum, Dublin 16",
2012,Three bed,Detached house,Dublin 18,
2012,Three bed,Detached house,"Cabinteely, Dublin 18",
2012,Three bed,Detached house,"Carrickmines, Dublin 18",
2012,Three bed,Detached house,"Leopardstown, Dublin 18",
2012,Three bed,Detached house,"Sandyford, Dublin 18",
2012,Three bed,Semi detached house,Dublin,1096.61
2012,Three bed,Semi detached house,"Shankill, Dublin",1129.02
2012,Three bed,Semi detached house,"Stillorgan, Dublin",1350.93
2012,Three bed,Semi detached house,Dublin 2,
2012,Three bed,Semi detached house,"Charlemont Street, Dublin 2",
2012,Three bed,Semi detached house,Dublin 6,1438.63
2012,Three bed,Semi detached house,"Milltown, Dublin 6",
2012,Three bed,Semi detached house,"Ranelagh, Dublin 6",1492.16
2012,Three bed,Semi detached house,Dublin 14,1344.43
2012,Three bed,Semi detached house,"Churchtown, Dublin 14",1330.51
2012,Three bed,Semi detached house,Dublin 16,1163.47
2012,Three bed,Semi detached house,"Dundrum, Dublin 16",1304.91
2012,Three bed,Semi detached house,Dublin 18,1272.46
2012,Three bed,Semi detached house,"Cabinteely, Dublin 18",1282.5
2012,Three bed,Semi detached house,"Carrickmines, Dublin 18",
2012,Three bed,Semi detached house,"Leopardstown, Dublin 18",1240.0
2012,Three bed,Semi detached house,"Sandyford, Dublin 18",1208.71
2012,Three bed,Terrace house,Dublin,1122.32
2012,Three bed,Terrace house,"Shankill, Dublin",
2012,Three bed,Terrace house,"Stillorgan, Dublin",
2012,Three bed,Terrace house,Dublin 2,
2012,Three bed,Terrace house,"Charlemont Street, Dublin 2",
2012,Three bed,Terrace house,Dublin 6,1536.91
2012,Three bed,Terrace house,"Milltown, Dublin 6",
2012,Three bed,Terrace house,"Ranelagh, Dublin 6",1839.93
2012,Three bed,Terrace house,Dublin 14,1303.75
2012,Three bed,Terrace house,"Churchtown, Dublin 14",1270.97
2012,Three bed,Terrace house,Dublin 16,1153.92
2012,Three bed,Terrace house,"Dundrum, Dublin 16",1326.38
2012,Three bed,Terrace house,Dublin 18,1332.72
2012,Three bed,Terrace house,"Cabinteely, Dublin 18",
2012,Three bed,Terrace house,"Carrickmines, Dublin 18",
2012,Three bed,Terrace house,"Leopardstown, Dublin 18",
2012,Three bed,Terrace house,"Sandyford, Dublin 18",
2012,Three bed,Apartment,Dublin,1293.08
2012,Three bed,Apartment,"Shankill, Dublin",
2012,Three bed,Apartment,"Stillorgan, Dublin",1516.81
2012,Three bed,Apartment,Dublin 2,1618.97
2012,Three bed,Apartment,"Charlemont Street, Dublin 2",
2012,Three bed,Apartment,Dublin 6,1460.51
2012,Three bed,Apartment,"Milltown, Dublin 6",1667.43
2012,Three bed,Apartment,"Ranelagh, Dublin 6",
2012,Three bed,Apartment,Dublin 14,1549.22
2012,Three bed,Apartment,"Churchtown, Dublin 14",
2012,Three bed,Apartment,Dublin 16,1339.12
2012,Three bed,Apartment,"Dundrum, Dublin 16",1598.76
2012,Three bed,Apartment,Dublin 18,1355.52
2012,Three bed,Apartment,"Cabinteely, Dublin 18",1275.34
2012,Three bed,Apartment,"Carrickmines, Dublin 18",
2012,Three bed,Apartment,"Leopardstown, Dublin 18",1509.38
2012,Three bed,Apartment,"Sandyford, Dublin 18",1366.16
2012,Three bed,Other flats,Dublin,1081.17
2012,Three bed,Other flats,"Shankill, Dublin",
2012,Three bed,Other flats,"Stillorgan, Dublin",
2012,Three bed,Other flats,Dublin 2,
2012,Three bed,Other flats,"Charlemont Street, Dublin 2",
2012,Three bed,Other flats,Dublin 6,1178.02
2012,Three bed,Other flats,"Milltown, Dublin 6",
2012,Three bed,Other flats,"Ranelagh, Dublin 6",
2012,Three bed,Other flats,Dublin 14,
2012,Three bed,Other flats,"Churchtown, Dublin 14",
2012,Three bed,Other flats,Dublin 16,
2012,Three bed,Other flats,"Dundrum, Dublin 16",
2012,Three bed,Other flats,Dublin 18,
2012,Three bed,Other flats,"Cabinteely, Dublin 18",
2012,Three bed,Other flats,"Carrickmines, Dublin 18",
2012,Three bed,Other flats,"Leopardstown, Dublin 18",
2012,Three bed,Other flats,"Sandyford, Dublin 18",
2012,1 to 2 bed,All property types,Dublin,922.41
2012,1 to 2 bed,All property types,"Shankill, Dublin",962.33
2012,1 to 2 bed,All property types,"Stillorgan, Dublin",1111.92
2012,1 to 2 bed,All property types,Dublin 2,1126.77
2012,1 to 2 bed,All property types,"Charlemont Street, Dublin 2",1127.32
2012,1 to 2 bed,All property types,Dublin 6,823.52
2012,1 to 2 bed,All property types,"Milltown, Dublin 6",1231.85
2012,1 to 2 bed,All property types,"Ranelagh, Dublin 6",842.86
2012,1 to 2 bed,All property types,Dublin 14,1072.86
2012,1 to 2 bed,All property types,"Churchtown, Dublin 14",1135.5
2012,1 to 2 bed,All property types,Dublin 16,1028.76
2012,1 to 2 bed,All property types,"Dundrum, Dublin 16",1114.62
2012,1 to 2 bed,All property types,Dublin 18,1077.04
2012,1 to 2 bed,All property types,"Cabinteely, Dublin 18",991.15
2012,1 to 2 bed,All property types,"Carrickmines, Dublin 18",1046.63
2012,1 to 2 bed,All property types,"Leopardstown, Dublin 18",1149.32
2012,1 to 2 bed,All property types,"Sandyford, Dublin 18",1085.88
2012,1 to 2 bed,Detached house,Dublin,1069.36
2012,1 to 2 bed,Detached house,"Shankill, Dublin",
2012,1 to 2 bed,Detached house,"Stillorgan, Dublin",
2012,1 to 2 bed,Detached house,Dublin 2,
2012,1 to 2 bed,Detached house,"Charlemont Street, Dublin 2",
2012,1 to 2 bed,Detached house,Dublin 6,1159.05
2012,1 to 2 bed,Detached house,"Milltown, Dublin 6",
2012,1 to 2 bed,Detached house,"Ranelagh, Dublin 6",
2012,1 to 2 bed,Detached house,Dublin 14,1096.83
2012,1 to 2 bed,Detached house,"Churchtown, Dublin 14",
2012,1 to 2 bed,Detached house,Dublin 16,
2012,1 to 2 bed,Detached house,"Dundrum, Dublin 16",
2012,1 to 2 bed,Detached house,Dublin 18,
2012,1 to 2 bed,Detached house,"Cabinteely, Dublin 18",
2012,1 to 2 bed,Detached house,"Carrickmines, Dublin 18",
2012,1 to 2 bed,Detached house,"Leopardstown, Dublin 18",
2012,1 to 2 bed,Detached house,"Sandyford, Dublin 18",
2012,1 to 2 bed,Semi detached house,Dublin,965.7
2012,1 to 2 bed,Semi detached house,"Shankill, Dublin",
2012,1 to 2 bed,Semi detached house,"Stillorgan, Dublin",
2012,1 to 2 bed,Semi detached house,Dublin 2,
2012,1 to 2 bed,Semi detached house,"Charlemont Street, Dublin 2",
2012,1 to 2 bed,Semi detached house,Dublin 6,957.27
2012,1 to 2 bed,Semi detached house,"Milltown, Dublin 6",
2012,1 to 2 bed,Semi detached house,"Ranelagh, Dublin 6",912.0
2012,1 to 2 bed,Semi detached house,Dublin 14,1117.67
2012,1 to 2 bed,Semi detached house,"Churchtown, Dublin 14",
2012,1 to 2 bed,Semi detached house,Dublin 16,
2012,1 to 2 bed,Semi detached house,"Dundrum, Dublin 16",
2012,1 to 2 bed,Semi detached house,Dublin 18,
2012,1 to 2 bed,Semi detached house,"Cabinteely, Dublin 18",
2012,1 to 2 bed,Semi detached house,"Carrickmines, Dublin 18",
2012,1 to 2 bed,Semi detached house,"Leopardstown, Dublin 18",
2012,1 to 2 bed,Semi detached house,"Sandyford, Dublin 18",
2012,1 to 2 bed,Terrace house,Dublin,961.18
2012,1 to 2 bed,Terrace house,"Shankill, Dublin",
2012,1 to 2 bed,Terrace house,"Stillorgan, Dublin",
2012,1 to 2 bed,Terrace house,Dublin 2,1948.1
2012,1 to 2 bed,Terrace house,"Charlemont Street, Dublin 2",
2012,1 to 2 bed,Terrace house,Dublin 6,1064.0
2012,1 to 2 bed,Terrace house,"Milltown, Dublin 6",1264.05
2012,1 to 2 bed,Terrace house,"Ranelagh, Dublin 6",1114.49
2012,1 to 2 bed,Terrace house,Dublin 14,1066.63
2012,1 to 2 bed,Terrace house,"Churchtown, Dublin 14",
2012,1 to 2 bed,Terrace house,Dublin 16,998.94
2012,1 to 2 bed,Terrace house,"Dundrum, Dublin 16",1129.5
2012,1 to 2 bed,Terrace house,Dublin 18,1122.87
2012,1 to 2 bed,Terrace house,"Cabinteely, Dublin 18",
2012,1 to 2 bed,Terrace house,"Carrickmines, Dublin 18",
2012,1 to 2 bed,Terrace house,"Leopardstown, Dublin 18",
2012,1 to 2 bed,Terrace house,"Sandyford, Dublin 18",
2012,1 to 2 bed,Apartment,Dublin,981.35
2012,1 to 2 bed,Apartment,"Shankill, Dublin",962.07
2012,1 to 2 bed,Apartment,"Stillorgan, Dublin",1113.72
2012,1 to 2 bed,Apartment,Dublin 2,1143.21
2012,1 to 2 bed,Apartment,"Charlemont Street, Dublin 2",1127.32
2012,1 to 2 bed,Apartment,Dublin 6,1024.59
2012,1 to 2 bed,Apartment,"Milltown, Dublin 6",1248.25
2012,1 to 2 bed,Apartment,"Ranelagh, Dublin 6",1038.3
2012,1 to 2 bed,Apartment,Dublin 14,1084.45
2012,1 to 2 bed,Apartment,"Churchtown, Dublin 14",1152.62
2012,1 to 2 bed,Apartment,Dublin 16,1049.56
2012,1 to 2 bed,Apartment,"Dundrum, Dublin 16",1125.79
2012,1 to 2 bed,Apartment,Dublin 18,1077.67
2012,1 to 2 bed,Apartment,"Cabinteely, Dublin 18",992.61
2012,1 to 2 bed,Apartment,"Carrickmines, Dublin 18",1035.82
2012,1 to 2 bed,Apartment,"Leopardstown, Dublin 18",1146.48
2012,1 to 2 bed,Apartment,"Sandyford, Dublin 18",1094.74
2012,1 to 2 bed,Other flats,Dublin,617.53
2012,1 to 2 bed,Other flats,"Shankill, Dublin",
2012,1 to 2 bed,Other flats,"Stillorgan, Dublin",
2012,1 to 2 bed,Other flats,Dublin 2,823.42
2012,1 to 2 bed,Other flats,"Charlemont Street, Dublin 2",
2012,1 to 2 bed,Other flats,Dublin 6,624.69
2012,1 to 2 bed,Other flats,"Milltown, Dublin 6",
2012,1 to 2 bed,Other flats,"Ranelagh, Dublin 6",636.97
2012,1 to 2 bed,Other flats,Dublin 14,723.5
2012,1 to 2 bed,Other flats,"Churchtown, Dublin 14",
2012,1 to 2 bed,Other flats,Dublin 16,
2012,1 to 2 bed,Other flats,"Dundrum, Dublin 16",
2012,1 to 2 bed,Other flats,Dublin 18,
2012,1 to 2 bed,Other flats,"Cabinteely, Dublin 18",
2012,1 to 2 bed,Other flats,"Carrickmines, Dublin 18",
2012,1 to 2 bed,Other flats,"Leopardstown, Dublin 18",
2012,1 to 2 bed,Other flats,"Sandyford, Dublin 18",
2012,1 to 3 bed,All property types,Dublin,981.47
2012,1 to 3 bed,All property types,"Shankill, Dublin",1030.74
2012,1 to 3 bed,All property types,"Stillorgan, Dublin",1202.42
2012,1 to 3 bed,All property types,Dublin 2,1171.6
2012,1 to 3 bed,All property types,"Charlemont Street, Dublin 2",1233.21
2012,1 to 3 bed,All property types,Dublin 6,898.94
2012,1 to 3 bed,All property types,"Milltown, Dublin 6",1294.75
2012,1 to 3 bed,All property types,"Ranelagh, Dublin 6",941.96
2012,1 to 3 bed,All property types,Dublin 14,1162.06
