year,bedrooms,property_type,location,avg_rent
2024,One bed,Other flats,"Stillorgan, Dublin",
2024,One bed,Other flats,Dublin 2,
2024,One bed,Other flats,"Charlemont Street, Dublin 2",
2024,One bed,Other flats,Dublin 6,
2024,One bed,Other flats,"Milltown, Dublin 6",
2024,One bed,Other flats,"Ranelagh, Dublin 6",1278.17
2024,One bed,Other flats,Dublin 14,
2024,One bed,Other flats,"Churchtown, Dublin 14",
2024,One bed,Other flats,Dublin 16,
2024,One bed,Other flats,"Dundrum, Dublin 16",
2024,One bed,Other flats,Dublin 18,
2024,One bed,Other flats,"Cabinteely, Dublin 18",
2024,One bed,Other flats,"Carrickmines, Dublin 18",
2024,One bed,Other flats,"Leopardstown, Dublin 18",
2024,One bed,Other flats,"Sandyford, Dublin 18",
2024,Two bed,All property types,Dublin,2147.33
2024,Two bed,All property types,"Shankill, Dublin",1863.12
2024,Two bed,All property types,"Stillorgan, Dublin",2345.26
2024,Two bed,All property types,Dublin 2,
2024,Two bed,All property types,"Charlemont Street, Dublin 2",
2024,Two bed,All property types,Dublin 6,
2024,Two bed,All property types,"Milltown, Dublin 6",2288.01
2024,Two bed,All property types,"Ranelagh, Dublin 6",2200.57
2024,Two bed,All property types,Dublin 14,
2024,Two bed,All property types,"Churchtown, Dublin 14",2485.58
2024,Two bed,All property types,Dublin 16,
2024,Two bed,All property types,"Dundrum, Dublin 16",2246.8
2024,Two bed,All property types,Dublin 18,
2024,Two bed,All property types,"Cabinteely, Dublin 18",1958.73
2024,Two bed,All property types,"Carrickmines, Dublin 18",2070.76
2024,Two bed,All property types,"Leopardstown, Dublin 18",2102.93
2024,Two bed,All property types,"Sandyford, Dublin 18",2337.5
2024,Two bed,Detached house,Dublin,2055.62
2024,Two bed,Detached house,"Shankill, Dublin",
2024,Two bed,Detached house,"Stillorgan, Dublin",
2024,Two bed,Detached house,Dublin 2,
2024,Two bed,Detached house,"Charlemont Street, Dublin 2",
2024,Two bed,Detached house,Dublin 6,
2024,Two bed,Detached house,"Milltown, Dublin 6",
2024,Two bed,Detached house,"Ranelagh, Dublin 6",
2024,Two bed,Detached house,Dublin 14,
2024,Two bed,Detached house,"Churchtown, Dublin 14",
2024,Two bed,Detached house,Dublin 16,
2024,Two bed,Detached house,"Dundrum, Dublin 16",
2024,Two bed,Detached house,Dublin 18,
2024,Two bed,Detached house,"Cabinteely, Dublin 18",
2024,Two bed,Detached house,"Carrickmines, Dublin 18",
2024,Two bed,Detached house,"Leopardstown, Dublin 18",
2024,Two bed,Detached house,"Sandyford, Dublin 18",
2024,Two bed,Semi detached house,Dublin,1952.51
2024,Two bed,Semi detached house,"Shankill, Dublin",
2024,Two bed,Semi detached house,"Stillorgan, Dublin",
2024,Two bed,Semi detached house,Dublin 2,
2024,Two bed,Semi detached house,"Charlemont Street, Dublin 2",
2024,Two bed,Semi detached house,Dublin 6,
2024,Two bed,Semi detached house,"Milltown, Dublin 6",
2024,Two bed,Semi detached house,"Ranelagh, Dublin 6",
2024,Two bed,Semi detached house,Dublin 14,
2024,Two bed,Semi detached house,"Churchtown, Dublin 14",
2024,Two bed,Semi detached house,Dublin 16,
2024,Two bed,Semi detached house,"Dundrum, Dublin 16",
2024,Two bed,Semi detached house,Dublin 18,
2024,Two bed,Semi detached house,"Cabinteely, Dublin 18",
2024,Two bed,Semi detached house,"Carrickmines, Dublin 18",
2024,Two bed,Semi detached house,"Leopardstown, Dublin 18",
2024,Two bed,Semi detached house,"Sandyford, Dublin 18",
2024,Two bed,Terrace house,Dublin,1983.67
2024,Two bed,Terrace house,"Shankill, Dublin",
2024,Two bed,Terrace house,"Stillorgan, Dublin",
2024,Two bed,Terrace house,Dublin 2,
2024,Two bed,Terrace house,"Charlemont Street, Dublin 2",
2024,Two bed,Terrace house,Dublin 6,
2024,Two bed,Terrace house,"Milltown, Dublin 6",
2024,Two bed,Terrace house,"Ranelagh, Dublin 6",2580.09
2024,Two bed,Terrace house,Dublin 14,
2024,Two bed,Terrace house,"Churchtown, Dublin 14",
2024,Two bed,Terrace house,Dublin 16,
2024,Two bed,Terrace house,"Dundrum, Dublin 16",
2024,Two bed,Terrace house,Dublin 18,
2024,Two bed,Terrace house,"Cabinteely, Dublin 18",
2024,Two bed,Terrace house,"Carrickmines, Dublin 18",
2024,Two bed,Terrace house,"Leopardstown, Dublin 18",
2024,Two bed,Terrace house,"Sandyford, Dublin 18",
2024,Two bed,Apartment,Dublin,2183.82
2024,Two bed,Apartment,"Shankill, Dublin",1876.23
2024,Two bed,Apartment,"Stillorgan, Dublin",2356.3
2024,Two bed,Apartment,Dublin 2,
2024,Two bed,Apartment,"Charlemont Street, Dublin 2",
2024,Two bed,Apartment,Dublin 6,
2024,Two bed,Apartment,"Milltown, Dublin 6",2304.13
2024,Two bed,Apartment,"Ranelagh, Dublin 6",2161.7
2024,Two bed,Apartment,Dublin 14,
2024,Two bed,Apartment,"Churchtown, Dublin 14",2499.7
2024,Two bed,Apartment,Dublin 16,
2024,Two bed,Apartment,"Dundrum, Dublin 16",2263.71
2024,Two bed,Apartment,Dublin 18,
2024,Two bed,Apartment,"Cabinteely, Dublin 18",1968.24
2024,Two bed,Apartment,"Carrickmines, Dublin 18",2070.76
2024,Two bed,Apartment,"Leopardstown, Dublin 18",2098.02
2024,Two bed,Apartment,"Sandyford, Dublin 18",2338.43
2024,Two bed,Other flats,Dublin,1739.06
2024,Two bed,Other flats,"Shankill, Dublin",
2024,Two bed,Other flats,"Stillorgan, Dublin",
2024,Two bed,Other flats,Dublin 2,
2024,Two bed,Other flats,"Charlemont Street, Dublin 2",
2024,Two bed,Other flats,Dublin 6,
2024,Two bed,Other flats,"Milltown, Dublin 6",
2024,Two bed,Other flats,"Ranelagh, Dublin 6",
2024,Two bed,Other flats,Dublin 14,
2024,Two bed,Other flats,"Churchtown, Dublin 14",
2024,Two bed,Other flats,Dublin 16,
2024,Two bed,Other flats,"Dundrum, Dublin 16",
2024,Two bed,Other flats,Dublin 18,
2024,Two bed,Other flats,"Cabinteely, Dublin 18",
2024,Two bed,Other flats,"Carrickmines, Dublin 18",
2024,Two bed,Other flats,"Leopardstown, Dublin 18",
2024,Two bed,Other flats,"Sandyford, Dublin 18",
2024,Three bed,All property types,Dublin,2419.33
2024,Three bed,All property types,"Shankill, Dublin",2299.19
2024,Three bed,All property types,"Stillorgan, Dublin",2605.02
2024,Three bed,All property types,Dublin 2,
2024,Three bed,All property types,"Charlemont Street, Dublin 2",
2024,Three bed,All property types,Dublin 6,
2024,Three bed,All property types,"Milltown, Dublin 6",2695.59
2024,Three bed,All property types,"Ranelagh, Dublin 6",3056.1
2024,Three bed,All property types,Dublin 14,
2024,Three bed,All property types,"Churchtown, Dublin 14",2560.71
2024,Three bed,All property types,Dublin 16,
2024,Three bed,All property types,"Dundrum, Dublin 16",2759.78
2024,Three bed,All property types,Dublin 18,
2024,Three bed,All property types,"Cabinteely, Dublin 18",2424.87
2024,Three bed,All property types,"Carrickmines, Dublin 18",
2024,Three bed,All property types,"Leopardstown, Dublin 18",2558.01
2024,Three bed,All property types,"Sandyford, Dublin 18",2665.46
2024,Three bed,Detached house,Dublin,2675.28
2024,Three bed,Detached house,"Shankill, Dublin",
2024,Three bed,Detached house,"Stillorgan, Dublin",
2024,Three bed,Detached house,Dublin 2,
2024,Three bed,Detached house,"Charlemont Street, Dublin 2",
2024,Three bed,Detached house,Dublin 6,
2024,Three bed,Detached house,"Milltown, Dublin 6",
2024,Three bed,Detached house,"Ranelagh, Dublin 6",
2024,Three bed,Detached house,Dublin 14,
2024,Three bed,Detached house,"Churchtown, Dublin 14",
2024,Three bed,Detached house,Dublin 16,
2024,Three bed,Detached house,"Dundrum, Dublin 16",
2024,Three bed,Detached house,Dublin 18,
2024,Three bed,Detached house,"Cabinteely, Dublin 18",
2024,Three bed,Detached house,"Carrickmines, Dublin 18",
2024,Three bed,Detached house,"Leopardstown, Dublin 18",
2024,Three bed,Detached house,"Sandyford, Dublin 18",
2024,Three bed,Semi detached house,Dublin,2225.17
2024,Three bed,Semi detached house,"Shankill, Dublin",
2024,Three bed,Semi detached house,"Stillorgan, Dublin",
2024,Three bed,Semi detached house,Dublin 2,
2024,Three bed,Semi detached house,"Charlemont Street, Dublin 2",
2024,Three bed,Semi detached house,Dublin 6,
2024,Three bed,Semi detached house,"Milltown, Dublin 6",
2024,Three bed,Semi detached house,"Ranelagh, Dublin 6",
2024,Three bed,Semi detached house,Dublin 14,
2024,Three bed,Semi detached house,"Churchtown, Dublin 14",
2024,Three bed,Semi detached house,Dublin 16,
2024,Three bed,Semi detached house,"Dundrum, Dublin 16",
2024,Three bed,Semi detached house,Dublin 18,
2024,Three bed,Semi detached house,"Cabinteely, Dublin 18",
2024,Three bed,Semi detached house,"Carrickmines, Dublin 18",
2024,Three bed,Semi detached house,"Leopardstown, Dublin 18",2323.57
2024,Three bed,Semi detached house,"Sandyford, Dublin 18",
2024,Three bed,Terrace house,Dublin,2347.06
2024,Three bed,Terrace house,"Shankill, Dublin",
2024,Three bed,Terrace house,"Stillorgan, Dublin",
2024,Three bed,Terrace house,Dublin 2,
2024,Three bed,Terrace house,"Charlemont Street, Dublin 2",
2024,Three bed,Terrace house,Dublin 6,
2024,Three bed,Terrace house,"Milltown, Dublin 6",
2024,Three bed,Terrace house,"Ranelagh, Dublin 6",2997.11
2024,Three bed,Terrace house,Dublin 14,
2024,Three bed,Terrace house,"Churchtown, Dublin 14",
2024,Three bed,Terrace house,Dublin 16,
2024,Three bed,Terrace house,"Dundrum, Dublin 16",
2024,Three bed,Terrace house,Dublin 18,
2024,Three bed,Terrace house,"Cabinteely, Dublin 18",
2024,Three bed,Terrace house,"Carrickmines, Dublin 18",
2024,Three bed,Terrace house,"Leopardstown, Dublin 18",
2024,Three bed,Terrace house,"Sandyford, Dublin 18",
2024,Three bed,Apartment,Dublin,2661.4
2024,Three bed,Apartment,"Shankill, Dublin",
2024,Three bed,Apartment,"Stillorgan, Dublin",2541.31
2024,Three bed,Apartment,Dublin 2,
2024,Three bed,Apartment,"Charlemont Street, Dublin 2",
2024,Three bed,Apartment,Dublin 6,
2024,Three bed,Apartment,"Milltown, Dublin 6",
2024,Three bed,Apartment,"Ranelagh, Dublin 6",
2024,Three bed,Apartment,Dublin 14,
2024,Three bed,Apartment,"Churchtown, Dublin 14",
2024,Three bed,Apartment,Dublin 16,
2024,Three bed,Apartment,"Dundrum, Dublin 16",2850.42
2024,Three bed,Apartment,Dublin 18,
2024,Three bed,Apartment,"Cabinteely, Dublin 18",
2024,Three bed,Apartment,"Carrickmines, Dublin 18",
2024,Three bed,Apartment,"Leopardstown, Dublin 18",2716.94
2024,Three bed,Apartment,"Sandyford, Dublin 18",2852.08
2024,Three bed,Other flats,Dublin,2233.6
2024,Three bed,Other flats,"Shankill, Dublin",
2024,Three bed,Other flats,"Stillorgan, Dublin",
2024,Three bed,Other flats,Dublin 2,
2024,Three bed,Other flats,"Charlemont Street, Dublin 2",
2024,Three bed,Other flats,Dublin 6,
2024,Three bed,Other flats,"Milltown, Dublin 6",
2024,Three bed,Other flats,"Ranelagh, Dublin 6",
2024,Three bed,Other flats,Dublin 14,
2024,Three bed,Other flats,"Churchtown, Dublin 14",
2024,Three bed,Other flats,Dublin 16,
2024,Three bed,Other flats,"Dundrum, Dublin 16",
2024,Three bed,Other flats,Dublin 18,
2024,Three bed,Other flats,"Cabinteely, Dublin 18",
2024,Three bed,Other flats,"Carrickmines, Dublin 18",
2024,Three bed,Other flats,"Leopardstown, Dublin 18",
2024,Three bed,Other flats,"Sandyford, Dublin 18",
2024,1 to 2 bed,All property types,Dublin,1922.48
2024,1 to 2 bed,All property types,"Shankill, Dublin",1762.17
2024,1 to 2 bed,All property types,"Stillorgan, Dublin",2210.04
2024,1 to 2 bed,All property types,Dublin 2,
2024,1 to 2 bed,All property types,"Charlemont Street, Dublin 2",2127.86
2024,1 to 2 bed,All property types,Dublin 6,
2024,1 to 2 bed,All property types,"Milltown, Dublin 6",2126.11
2024,1 to 2 bed,All property types,"Ranelagh, Dublin 6",1685.69
2024,1 to 2 bed,All property types,Dublin 14,
2024,1 to 2 bed,All property types,"Churchtown, Dublin 14",2341.56
2024,1 to 2 bed,All property types,Dublin 16,
2024,1 to 2 bed,All property types,"Dundrum, Dublin 16",2161.09
2024,1 to 2 bed,All property types,Dublin 18,
2024,1 to 2 bed,All property types,"Cabinteely, Dublin 18",1899.78
2024,1 to 2 bed,All property types,"Carrickmines, Dublin 18",1970.95
2024,1 to 2 bed,All property types,"Leopardstown, Dublin 18",2015.9
2024,1 to 2 bed,All property types,"Sandyford, Dublin 18",2218.29
2024,1 to 2 bed,Detached house,Dublin,1903.54
2024,1 to 2 bed,Detached house,"Shankill, Dublin",
2024,1 to 2 bed,Detached house,"Stillorgan, Dublin",
2024,1 to 2 bed,Detached house,Dublin 2,
2024,1 to 2 bed,Detached house,"Charlemont Street, Dublin 2",
2024,1 to 2 bed,Detached house,Dublin 6,
2024,1 to 2 bed,Detached house,"Milltown, Dublin 6",
2024,1 to 2 bed,Detached house,"Ranelagh, Dublin 6",
2024,1 to 2 bed,Detached house,Dublin 14,
2024,1 to 2 bed,Detached house,"Churchtown, Dublin 14",
2024,1 to 2 bed,Detached house,Dublin 16,
2024,1 to 2 bed,Detached house,"Dundrum, Dublin 16",
2024,1 to 2 bed,Detached house,Dublin 18,
2024,1 to 2 bed,Detached house,"Cabinteely, Dublin 18",
2024,1 to 2 bed,Detached house,"Carrickmines, Dublin 18",
2024,1 to 2 bed,Detached house,"Leopardstown, Dublin 18",
2024,1 to 2 bed,Detached house,"Sandyford, Dublin 18",
2024,1 to 2 bed,Semi detached house,Dublin,1852.61
2024,1 to 2 bed,Semi detached house,"Shankill, Dublin",
2024,1 to 2 bed,Semi detached house,"Stillorgan, Dublin",
2024,1 to 2 bed,Semi detached house,Dublin 2,
2024,1 to 2 bed,Semi detached house,"Charlemont Street, Dublin 2",
2024,1 to 2 bed,Semi detached house,Dublin 6,
2024,1 to 2 bed,Semi detached house,"Milltown, Dublin 6",
2024,1 to 2 bed,Semi detached house,"Ranelagh, Dublin 6",
2024,1 to 2 bed,Semi detached house,Dublin 14,
2024,1 to 2 bed,Semi detached house,"Churchtown, Dublin 14",
2024,1 to 2 bed,Semi detached house,Dublin 16,
2024,1 to 2 bed,Semi detached house,"Dundrum, Dublin 16",
2024,1 to 2 bed,Semi detached house,Dublin 18,
2024,1 to 2 bed,Semi detached house,"Cabinteely, Dublin 18",
2024,1 to 2 bed,Semi detached house,"Carrickmines, Dublin 18",
2024,1 to 2 bed,Semi detached house,"Leopardstown, Dublin 18",
2024,1 to 2 bed,Semi detached house,"Sandyford, Dublin 18",
2024,1 to 2 bed,Terrace house,Dublin,1942.84
2024,1 to 2 bed,Terrace house,"Shankill, Dublin",
2024,1 to 2 bed,Terrace house,"Stillorgan, Dublin",
2024,1 to 2 bed,Terrace house,Dublin 2,
2024,1 to 2 bed,Terrace house,"Charlemont Street, Dublin 2",
2024,1 to 2 bed,Terrace house,Dublin 6,
2024,1 to 2 bed,Terrace house,"Milltown, Dublin 6",
2024,1 to 2 bed,Terrace house,"Ranelagh, Dublin 6",2402.74
2024,1 to 2 bed,Terrace house,Dublin 14,
2024,1 to 2 bed,Terrace house,"Churchtown, Dublin 14",
2024,1 to 2 bed,Terrace house,Dublin 16,
2024,1 to 2 bed,Terrace house,"Dundrum, Dublin 16",
2024,1 to 2 bed,Terrace house,Dublin 18,
2024,1 to 2 bed,Terrace house,"Cabinteely, Dublin 18",
2024,1 to 2 bed,Terrace house,"Carrickmines, Dublin 18",
2024,1 to 2 bed,Terrace house,"Leopardstown, Dublin 18",
2024,1 to 2 bed,Terrace house,"Sandyford, Dublin 18",
2024,1 to 2 bed,Apartment,Dublin,2015.24
2024,1 to 2 bed,Apartment,"Shankill, Dublin",1835.86
2024,1 to 2 bed,Apartment,"Stillorgan, Dublin",2223.44
2024,1 to 2 bed,Apartment,Dublin 2,
2024,1 to 2 bed,Apartment,"Charlemont Street, Dublin 2",2127.86
2024,1 to 2 bed,Apartment,Dublin 6,
2024,1 to 2 bed,Apartment,"Milltown, Dublin 6",2125.19
2024,1 to 2 bed,Apartment,"Ranelagh, Dublin 6",1838.17
2024,1 to 2 bed,Apartment,Dublin 14,
2024,1 to 2 bed,Apartment,"Churchtown, Dublin 14",2359.29
2024,1 to 2 bed,Apartment,Dublin 16,
2024,1 to 2 bed,Apartment,"Dundrum, Dublin 16",2171.59
2024,1 to 2 bed,Apartment,Dublin 18,
2024,1 to 2 bed,Apartment,"Cabinteely, Dublin 18",1906.47
2024,1 to 2 bed,Apartment,"Carrickmines, Dublin 18",1965.3
2024,1 to 2 bed,Apartment,"Leopardstown, Dublin 18",2011.47
2024,1 to 2 bed,Apartment,"Sandyford, Dublin 18",2222.99
2024,1 to 2 bed,Other flats,Dublin,1316.61
2024,1 to 2 bed,Other flats,"Shankill, Dublin",
2024,1 to 2 bed,Other flats,"Stillorgan, Dublin",
2024,1 to 2 bed,Other flats,Dublin 2,
2024,1 to 2 bed,Other flats,"Charlemont Street, Dublin 2",
2024,1 to 2 bed,Other flats,Dublin 6,
2024,1 to 2 bed,Other flats,"Milltown, Dublin 6",
2024,1 to 2 bed,Other flats,"Ranelagh, Dublin 6",1327.18
2024,1 to 2 bed,Other flats,Dublin 14,
2024,1 to 2 bed,Other flats,"Churchtown, Dublin 14",
2024,1 to 2 bed,Other flats,Dublin 16,
2024,1 to 2 bed,Other flats,"Dundrum, Dublin 16",
2024,1 to 2 bed,Other flats,Dublin 18,
2024,1 to 2 bed,Other flats,"Cabinteely, Dublin 18",
2024,1 to 2 bed,Other flats,"Carrickmines, Dublin 18",
2024,1 to 2 bed,Other flats,"Leopardstown, Dublin 18",
2024,1 to 2 bed,Other flats,"Sandyford, Dublin 18",
2024,1 to 3 bed,All property types,Dublin,2002.44
2024,1 to 3 bed,All property types,"Shankill, Dublin",1960.36
2024,1 to 3 bed,All property types,"Stillorgan, Dublin",2248.08
2024,1 to 3 bed,All property types,Dublin 2,
2024,1 to 3 bed,All property types,"Charlemont Street, Dublin 2",2235.96
2024,1 to 3 bed,All property types,Dublin 6,
2024,1 to 3 bed,All property types,"Milltown, Dublin 6",2212.81
2024,1 to 3 bed,All property types,"Ranelagh, Dublin 6",1853.2
2024,1 to 3 bed,All property types,Dublin 14,
2024,1 to 3 bed,All property types,"Churchtown, Dublin 14",2394.3
2024,1 to 3 bed,All property types,Dublin 16,
2024,1 to 3 bed,All property types,"Dundrum, Dublin 16",2243.65
2024,1 to 3 bed,All property types,Dublin 18,
2024,1 to 3 bed,All property types,"Cabinteely, Dublin 18",2010.32
2024,1 to 3 bed,All property types,"Carrickmines, Dublin 18",2080.15
2024,1 to 3 bed,All property types,"Leopardstown, Dublin 18",2119.83
2024,1 to 3 bed,All property types,"Sandyford, Dublin 18",2256.75
2024,1 to 3 bed,Detached house,Dublin,2357.75
2024,1 to 3 bed,Detached house,"Shankill, Dublin",
2024,1 to 3 bed,Detached house,"Stillorgan, Dublin",
2024,1 to 3 bed,Detached house,Dublin 2,
2024,1 to 3 bed,Detached house,"Charlemont Street, Dublin 2",
2024,1 to 3 bed,Detached house,Dublin 6,
2024,1 to 3 bed,Detached house,"Milltown, Dublin 6",
2024,1 to 3 bed,Detached house,"Ranelagh, Dublin 6",
2024,1 to 3 bed,Detached house,Dublin 14,
2024,1 to 3 bed,Detached house,"Churchtown, Dublin 14",
2024,1 to 3 bed,Detached house,Dublin 16,
2024,1 to 3 bed,Detached house,"Dundrum, Dublin 16",
2024,1 to 3 bed,Detached house,Dublin 18,
2024,1 to 3 bed,Detached house,"Cabinteely, Dublin 18",
2024,1 to 3 bed,Detached house,"Carrickmines, Dublin 18",
2024,1 to 3 bed,Detached house,"Leopardstown, Dublin 18",
2024,1 to 3 bed,Detached house,"Sandyford, Dublin 18",
2024,1 to 3 bed,Semi detached house,Dublin,2146.53
2024,1 to 3 bed,Semi detached house,"Shankill, Dublin",
2024,1 to 3 bed,Semi detached house,"Stillorgan, Dublin",2285.63
2024,1 to 3 bed,Semi detached house,Dublin 2,
2024,1 to 3 bed,Semi detached house,"Charlemont Street, Dublin 2",
2024,1 to 3 bed,Semi detached house,Dublin 6,
2024,1 to 3 bed,Semi detached house,"Milltown, Dublin 6",
2024,1 to 3 bed,Semi detached house,"Ranelagh, Dublin 6",3179.53
2024,1 to 3 bed,Semi detached house,Dublin 14,
2024,1 to 3 bed,Semi detached house,"Churchtown, Dublin 14",
2024,1 to 3 bed,Semi detached house,Dublin 16,
2024,1 to 3 bed,Semi detached house,"Dundrum, Dublin 16",2384.25
2024,1 to 3 bed,Semi detached house,Dublin 18,
2024,1 to 3 bed,Semi detached house,"Cabinteely, Dublin 18",
2024,1 to 3 bed,Semi detached house,"Carrickmines, Dublin 18",
2024,1 to 3 bed,Semi detached house,"Leopardstown, Dublin 18",2339.51
2024,1 to 3 bed,Semi detached house,"Sandyford, Dublin 18",
2024,1 to 3 bed,Terrace house,Dublin,2147.87
2024,1 to 3 bed,Terrace house,"Shankill, Dublin",
2024,1 to 3 bed,Terrace house,"Stillorgan, Dublin",
2024,1 to 3 bed,Terrace house,Dublin 2,
2024,1 to 3 bed,Terrace house,"Charlemont Street, Dublin 2",
2024,1 to 3 bed,Terrace house,Dublin 6,
2024,1 to 3 bed,Terrace house,"Milltown, Dublin 6",2385.19
2024,1 to 3 bed,Terrace house,"Ranelagh, Dublin 6",2716.62
2024,1 to 3 bed,Terrace house,Dublin 14,
2024,1 to 3 bed,Terrace house,"Churchtown, Dublin 14",
2024,1 to 3 bed,Terrace house,Dublin 16,
2024,1 to 3 bed,Terrace house,"Dundrum, Dublin 16",
2024,1 to 3 bed,Terrace house,Dublin 18,
2024,1 to 3 bed,Terrace house,"Cabinteely, Dublin 18",
2024,1 to 3 bed,Terrace house,"Carrickmines, Dublin 18",
2024,1 to 3 bed,Terrace house,"Leopardstown, Dublin 18",
2024,1 to 3 bed,Terrace house,"Sandyford, Dublin 18",
2024,1 to 3 bed,Apartment,Dublin,2061.49
2024,1 to 3 bed,Apartment,"Shankill, Dublin",1865.78
2024,1 to 3 bed,Apartment,"Stillorgan, Dublin",2239.68
2024,1 to 3 bed,Apartment,Dublin 2,
2024,1 to 3 bed,Apartment,"Charlemont Street, Dublin 2",2235.96
2024,1 to 3 bed,Apartment,Dublin 6,
2024,1 to 3 bed,Apartment,"Milltown, Dublin 6",2178.54
2024,1 to 3 bed,Apartment,"Ranelagh, Dublin 6",1879.63
2024,1 to 3 bed,Apartment,Dublin 14,
2024,1 to 3 bed,Apartment,"Churchtown, Dublin 14",2398.44
2024,1 to 3 bed,Apartment,Dublin 16,
2024,1 to 3 bed,Apartment,"Dundrum, Dublin 16",2237.53
2024,1 to 3 bed,Apartment,Dublin 18,
2024,1 to 3 bed,Apartment,"Cabinteely, Dublin 18",1974.81
2024,1 to 3 bed,Apartment,"Carrickmines, Dublin 18",1986.51
2024,1 to 3 bed,Apartment,"Leopardstown, Dublin 18",2094.57
2024,1 to 3 bed,Apartment,"Sandyford, Dublin 18",2259.48
2024,1 to 3 bed,Other flats,Dublin,1344.48
2024,1 to 3 bed,Other flats,"Shankill, Dublin",
2024,1 to 3 bed,Other flats,"Stillorgan, Dublin",
2024,1 to 3 bed,Other flats,Dublin 2,
2024,1 to 3 bed,Other flats,"Charlemont Street, Dublin 2",
2024,1 to 3 bed,Other flats,Dublin 6,
2024,1 to 3 bed,Other flats,"Milltown, Dublin 6",
2024,1 to 3 bed,Other flats,"Ranelagh, Dublin 6",1364.26
2024,1 to 3 bed,Other flats,Dublin 14,
2024,1 to 3 bed,Other flats,"Churchtown, Dublin 14",
2024,1 to 3 bed,Other flats,Dublin 16,
2024,1 to 3 bed,Other flats,"Dundrum, Dublin 16",
2024,1 to 3 bed,Other flats,Dublin 18,
2024,1 to 3 bed,Other flats,"Cabinteely, Dublin 18",
2024,1 to 3 bed,Other flats,"Carrickmines, Dublin 18",
2024,1 to 3 bed,Other flats,"Leopardstown, Dublin 18",
2024,1 to 3 bed,Other flats,"Sandyford, Dublin 18",
2024,Four plus bed,All property types,Dublin,3172.58
2024,Four plus bed,All property types,"Shankill, Dublin",
2024,Four plus bed,All property types,"Stillorgan, Dublin",3503.42
2024,Four plus bed,All property types,Dublin 2,
2024,Four plus bed,All property types,"Charlemont Street, Dublin 2",
2024,Four plus bed,All property types,Dublin 6,
2024,Four plus bed,All property types,"Milltown, Dublin 6",
2024,Four plus bed,All property types,"Ranelagh, Dublin 6",4675.83
2024,Four plus bed,All property types,Dublin 14,
2024,Four plus bed,All property types,"Churchtown, Dublin 14",
2024,Four plus bed,All property types,Dublin 16,
2024,Four plus bed,All property types,"Dundrum, Dublin 16",
2024,Four plus bed,All property types,Dublin 18,
2024,Four plus bed,All property types,"Cabinteely, Dublin 18",
2024,Four plus bed,All property types,"Carrickmines, Dublin 18",
2024,Four plus bed,All property types,"Leopardstown, Dublin 18",
2024,Four plus bed,All property types,"Sandyford, Dublin 18",
2024,Four plus bed,Detached house,Dublin,3506.3
2024,Four plus bed,Detached house,"Shankill, Dublin",
2024,Four plus bed,Detached house,"Stillorgan, Dublin",
2024,Four plus bed,Detached house,Dublin 2,
2024,Four plus bed,Detached house,"Charlemont Street, Dublin 2",
2024,Four plus bed,Detached house,Dublin 6,
2024,Four plus bed,Detached house,"Milltown, Dublin 6",
2024,Four plus bed,Detached house,"Ranelagh, Dublin 6",
2024,Four plus bed,Detached house,Dublin 14,
2024,Four plus bed,Detached house,"Churchtown, Dublin 14",
2024,Four plus bed,Detached house,Dublin 16,
2024,Four plus bed,Detached house,"Dundrum, Dublin 16",
2024,Four plus bed,Detached house,Dublin 18,
2024,Four plus bed,Detached house,"Cabinteely, Dublin 18",
2024,Four plus bed,Detached house,"Carrickmines, Dublin 18",
2024,Four plus bed,Detached house,"Leopardstown, Dublin 18",
2024,Four plus bed,Detached house,"Sandyford, Dublin 18",
2024,Four plus bed,Semi detached house,Dublin,3009.53
2024,Four plus bed,Semi detached house,"Shankill, Dublin",
2024,Four plus bed,Semi detached house,"Stillorgan, Dublin",3598.17
2024,Four plus bed,Semi detached house,Dublin 2,
2024,Four plus bed,Semi detached house,"Charlemont Street, Dublin 2",
2024,Four plus bed,Semi detached house,Dublin 6,
2024,Four plus bed,Semi detached house,"Milltown, Dublin 6",
2024,Four plus bed,Semi detached house,"Ranelagh, Dublin 6",
2024,Four plus bed,Semi detached house,Dublin 14,
2024,Four plus bed,Semi detached house,"Churchtown, Dublin 14",
2024,Four plus bed,Semi detached house,Dublin 16,
2024,Four plus bed,Semi detached house,"Dundrum, Dublin 16",
2024,Four plus bed,Semi detached house,Dublin 18,
2024,Four plus bed,Semi detached house,"Cabinteely, Dublin 18",
2024,Four plus bed,Semi detached house,"Carrickmines, Dublin 18",
2024,Four plus bed,Semi detached house,"Leopardstown, Dublin 18",
2024,Four plus bed,Semi detached house,"Sandyford, Dublin 18",
2024,Four plus bed,Terrace house,Dublin,3275.65
2024,Four plus bed,Terrace house,"Shankill, Dublin",
2024,Four plus bed,Terrace house,"Stillorgan, Dublin",
2024,Four plus bed,Terrace house,Dublin 2,
2024,Four plus bed,Terrace house,"Charlemont Street, Dublin 2",
2024,Four plus bed,Terrace house,Dublin 6,
2024,Four plus bed,Terrace house,"Milltown, Dublin 6",
2024,Four plus bed,Terrace house,"Ranelagh, Dublin 6",
2024,Four plus bed,Terrace house,Dublin 14,
2024,Four plus bed,Terrace house,"Churchtown, Dublin 14",
2024,Four plus bed,Terrace house,Dublin 16,
2024,Four plus bed,Terrace house,"Dundrum, Dublin 16",
2024,Four plus bed,Terrace house,Dublin 18,
