stop_sequence,station,latitude,longitude,distance_km_to_centre,travel_min_to_centre,park_and_ride,rtb_area,year,bedrooms,property_type,avg_rent,dublin_avg,vs_dublin_pct
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,All bedrooms,All property types,1661.84,1365.4,21.7
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,All bedrooms,Detached house,2186.54,1971.94,10.9
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,All bedrooms,Semi detached house,1905.7,1535.98,24.1
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,All bedrooms,Terrace house,1817.55,1452.94,25.1
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,All bedrooms,Apartment,1558.23,1367.72,13.9
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,One bed,All property types,1263.89,1008.92,25.3
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,One bed,Apartment,1262.1,1135.98,11.1
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,Two bed,All property types,1549.16,1382.89,12.0
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,Two bed,Apartment,1552.07,1409.63,10.1
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,Three bed,All property types,1901.07,1519.99,25.1
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,Three bed,Semi detached house,1775.04,1423.86,24.7
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,Three bed,Apartment,2002.41,1740.02,15.1
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,1 to 2 bed,All property types,1487.63,1240.75,19.9
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,1 to 2 bed,Apartment,1488.62,1320.31,12.7
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,1 to 3 bed,All property types,1588.95,1305.04,21.8
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,1 to 3 bed,Semi detached house,1732.81,1390.73,24.6
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,1 to 3 bed,Terrace house,1703.29,1364.6,24.8
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,1 to 3 bed,Apartment,1554.95,1357.78,14.5
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,Four plus bed,All property types,2208.98,2074.23,6.5
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2016,Four plus bed,Semi detached house,2171.34,1929.59,12.5
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,All bedrooms,All property types,1661.84,1365.4,21.7
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,All bedrooms,Detached house,2186.54,1971.94,10.9
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,All bedrooms,Semi detached house,1905.7,1535.98,24.1
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,All bedrooms,Terrace house,1817.55,1452.94,25.1
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,All bedrooms,Apartment,1558.23,1367.72,13.9
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,One bed,All property types,1263.89,1008.92,25.3
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,One bed,Apartment,1262.1,1135.98,11.1
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,Two bed,All property types,1549.16,1382.89,12.0
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,Two bed,Apartment,1552.07,1409.63,10.1
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,Three bed,All property types,1901.07,1519.99,25.1
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,Three bed,Semi detached house,1775.04,1423.86,24.7
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,Three bed,Apartment,2002.41,1740.02,15.1
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,1 to 2 bed,All property types,1487.63,1240.75,19.9
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,1 to 2 bed,Apartment,1488.62,1320.31,12.7
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,1 to 3 bed,All property types,1588.95,1305.04,21.8
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,1 to 3 bed,Semi detached house,1732.81,1390.73,24.6
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,1 to 3 bed,Terrace house,1703.29,1364.6,24.8
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,1 to 3 bed,Apartment,1554.95,1357.78,14.5
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,Four plus bed,All property types,2208.98,2074.23,6.5
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2016,Four plus bed,Semi detached house,2171.34,1929.59,12.5
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,All bedrooms,All property types,1558.18,1365.4,14.1
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,All bedrooms,Semi detached house,1748.49,1535.98,13.8
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,All bedrooms,Terrace house,1638.24,1452.94,12.8
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,All bedrooms,Apartment,1539.44,1367.72,12.6
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,One bed,All property types,1266.75,1008.92,25.6
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,One bed,Apartment,1293.22,1135.98,13.8
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,Two bed,All property types,1547.75,1382.89,11.9
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,Two bed,Apartment,1548.77,1409.63,9.9
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,Three bed,All property types,1763.14,1519.99,16.0
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,Three bed,Semi detached house,1621.76,1423.86,13.9
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,Three bed,Apartment,1848.01,1740.02,6.2
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,1 to 2 bed,All property types,1486.48,1240.75,19.8
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,1 to 2 bed,Apartment,1494.48,1320.31,13.2
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,1 to 3 bed,All property types,1534.2,1305.04,17.6
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,1 to 3 bed,Semi detached house,1587.5,1390.73,14.1
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,1 to 3 bed,Terrace house,1579.03,1364.6,15.7
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,1 to 3 bed,Apartment,1536.63,1357.78,13.2
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2016,Four plus bed,All property types,2138.34,2074.23,3.1
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,All bedrooms,All property types,1744.97,1365.4,27.8
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,All bedrooms,Semi detached house,1784.4,1535.98,16.2
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,All bedrooms,Apartment,1723.3,1367.72,26.0
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,One bed,All property types,1534.09,1008.92,52.1
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,One bed,Apartment,1534.09,1135.98,35.0
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,Two bed,All property types,1711.23,1382.89,23.7
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,Two bed,Apartment,1711.51,1409.63,21.4
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,Three bed,All property types,1817.8,1519.99,19.6
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,Three bed,Semi detached house,1657.37,1423.86,16.4
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,Three bed,Apartment,2222.94,1740.02,27.8
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,1 to 2 bed,All property types,1664.75,1240.75,34.2
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,1 to 2 bed,Apartment,1664.11,1320.31,26.0
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,All property types,1708.81,1305.04,30.9
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,Semi detached house,1656.68,1390.73,19.1
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,Apartment,1721.99,1357.78,26.8
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,Four plus bed,All property types,2112.19,2074.23,1.8
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2016,Four plus bed,Semi detached house,2101.5,1929.59,8.9
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,All bedrooms,All property types,1744.97,1365.4,27.8
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,All bedrooms,Semi detached house,1784.4,1535.98,16.2
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,All bedrooms,Apartment,1723.3,1367.72,26.0
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,One bed,All property types,1534.09,1008.92,52.1
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,One bed,Apartment,1534.09,1135.98,35.0
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,Two bed,All property types,1711.23,1382.89,23.7
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,Two bed,Apartment,1711.51,1409.63,21.4
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,Three bed,All property types,1817.8,1519.99,19.6
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,Three bed,Semi detached house,1657.37,1423.86,16.4
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,Three bed,Apartment,2222.94,1740.02,27.8
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,1 to 2 bed,All property types,1664.75,1240.75,34.2
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,1 to 2 bed,Apartment,1664.11,1320.31,26.0
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,All property types,1708.81,1305.04,30.9
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,Semi detached house,1656.68,1390.73,19.1
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,Apartment,1721.99,1357.78,26.8
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,Four plus bed,All property types,2112.19,2074.23,1.8
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2016,Four plus bed,Semi detached house,2101.5,1929.59,8.9
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,All bedrooms,All property types,1744.97,1365.4,27.8
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,All bedrooms,Semi detached house,1784.4,1535.98,16.2
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,All bedrooms,Apartment,1723.3,1367.72,26.0
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,One bed,All property types,1534.09,1008.92,52.1
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,One bed,Apartment,1534.09,1135.98,35.0
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,Two bed,All property types,1711.23,1382.89,23.7
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,Two bed,Apartment,1711.51,1409.63,21.4
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,Three bed,All property types,1817.8,1519.99,19.6
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,Three bed,Semi detached house,1657.37,1423.86,16.4
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,Three bed,Apartment,2222.94,1740.02,27.8
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,1 to 2 bed,All property types,1664.75,1240.75,34.2
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,1 to 2 bed,Apartment,1664.11,1320.31,26.0
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,All property types,1708.81,1305.04,30.9
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,Semi detached house,1656.68,1390.73,19.1
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,Apartment,1721.99,1357.78,26.8
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,Four plus bed,All property types,2112.19,2074.23,1.8
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2016,Four plus bed,Semi detached house,2101.5,1929.59,8.9
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,All bedrooms,All property types,1744.97,1365.4,27.8
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,All bedrooms,Semi detached house,1784.4,1535.98,16.2
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,All bedrooms,Apartment,1723.3,1367.72,26.0
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,One bed,All property types,1534.09,1008.92,52.1
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,One bed,Apartment,1534.09,1135.98,35.0
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,Two bed,All property types,1711.23,1382.89,23.7
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,Two bed,Apartment,1711.51,1409.63,21.4
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,Three bed,All property types,1817.8,1519.99,19.6
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,Three bed,Semi detached house,1657.37,1423.86,16.4
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,Three bed,Apartment,2222.94,1740.02,27.8
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,1 to 2 bed,All property types,1664.75,1240.75,34.2
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,1 to 2 bed,Apartment,1664.11,1320.31,26.0
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,All property types,1708.81,1305.04,30.9
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,Semi detached house,1656.68,1390.73,19.1
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,Apartment,1721.99,1357.78,26.8
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,Four plus bed,All property types,2112.19,2074.23,1.8
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2016,Four plus bed,Semi detached house,2101.5,1929.59,8.9
17,Ballyogan Wood,53.255047,-6.184475,10.65,33,No,"Carrickmines, Dublin 18",2016,All bedrooms,All property types,1616.15,1365.4,18.4
17,Ballyogan Wood,53.255047,-6.184475,10.65,33,No,"Carrickmines, Dublin 18",2016,All bedrooms,Apartment,1451.2,1367.72,6.1
17,Ballyogan Wood,53.255047,-6.184475,10.65,33,No,"Carrickmines, Dublin 18",2016,One bed,All property types,1158.71,1008.92,14.8
17,Ballyogan Wood,53.255047,-6.184475,10.65,33,No,"Carrickmines, Dublin 18",2016,One bed,Apartment,1158.71,1135.98,2.0
17,Ballyogan Wood,53.255047,-6.184475,10.65,33,No,"Carrickmines, Dublin 18",2016,Two bed,All property types,1538.31,1382.89,11.2
17,Ballyogan Wood,53.255047,-6.184475,10.65,33,No,"Carrickmines, Dublin 18",2016,Two bed,Apartment,1542.74,1409.63,9.4
17,Ballyogan Wood,53.255047,-6.184475,10.65,33,No,"Carrickmines, Dublin 18",2016,1 to 2 bed,All property types,1444.91,1240.75,16.5
17,Ballyogan Wood,53.255047,-6.184475,10.65,33,No,"Carrickmines, Dublin 18",2016,1 to 2 bed,Apartment,1443.53,1320.31,9.3
17,Ballyogan Wood,53.255047,-6.184475,10.65,33,No,"Carrickmines, Dublin 18",2016,1 to 3 bed,All property types,1485.47,1305.04,13.8
17,Ballyogan Wood,53.255047,-6.184475,10.65,33,No,"Carrickmines, Dublin 18",2016,1 to 3 bed,Apartment,1448.77,1357.78,6.7
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,All bedrooms,All property types,1744.97,1365.4,27.8
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,All bedrooms,Semi detached house,1784.4,1535.98,16.2
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,All bedrooms,Apartment,1723.3,1367.72,26.0
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,One bed,All property types,1534.09,1008.92,52.1
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,One bed,Apartment,1534.09,1135.98,35.0
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,Two bed,All property types,1711.23,1382.89,23.7
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,Two bed,Apartment,1711.51,1409.63,21.4
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,Three bed,All property types,1817.8,1519.99,19.6
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,Three bed,Semi detached house,1657.37,1423.86,16.4
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,Three bed,Apartment,2222.94,1740.02,27.8
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,1 to 2 bed,All property types,1664.75,1240.75,34.2
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,1 to 2 bed,Apartment,1664.11,1320.31,26.0
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,All property types,1708.81,1305.04,30.9
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,Semi detached house,1656.68,1390.73,19.1
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,1 to 3 bed,Apartment,1721.99,1357.78,26.8
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,Four plus bed,All property types,2112.19,2074.23,1.8
18,Racecourse,53.255367,-6.175161,10.93,34,No,"Leopardstown, Dublin 18",2016,Four plus bed,Semi detached house,2101.5,1929.59,8.9
19,Carrickmines,53.254033,-6.169908,11.24,36,Yes,"Carrickmines, Dublin 18",2016,All bedrooms,All property types,1616.15,1365.4,18.4
19,Carrickmines,53.254033,-6.169908,11.24,36,Yes,"Carrickmines, Dublin 18",2016,All bedrooms,Apartment,1451.2,1367.72,6.1
19,Carrickmines,53.254033,-6.169908,11.24,36,Yes,"Carrickmines, Dublin 18",2016,One bed,All property types,1158.71,1008.92,14.8
19,Carrickmines,53.254033,-6.169908,11.24,36,Yes,"Carrickmines, Dublin 18",2016,One bed,Apartment,1158.71,1135.98,2.0
19,Carrickmines,53.254033,-6.169908,11.24,36,Yes,"Carrickmines, Dublin 18",2016,Two bed,All property types,1538.31,1382.89,11.2
19,Carrickmines,53.254033,-6.169908,11.24,36,Yes,"Carrickmines, Dublin 18",2016,Two bed,Apartment,1542.74,1409.63,9.4
19,Carrickmines,53.254033,-6.169908,11.24,36,Yes,"Carrickmines, Dublin 18",2016,1 to 2 bed,All property types,1444.91,1240.75,16.5
19,Carrickmines,53.254033,-6.169908,11.24,36,Yes,"Carrickmines, Dublin 18",2016,1 to 2 bed,Apartment,1443.53,1320.31,9.3
19,Carrickmines,53.254033,-6.169908,11.24,36,Yes,"Carrickmines, Dublin 18",2016,1 to 3 bed,All property types,1485.47,1305.04,13.8
19,Carrickmines,53.254033,-6.169908,11.24,36,Yes,"Carrickmines, Dublin 18",2016,1 to 3 bed,Apartment,1448.77,1357.78,6.7
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,All bedrooms,All property types,1510.39,1365.4,10.6
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,All bedrooms,Detached house,2304.55,1971.94,16.9
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,All bedrooms,Semi detached house,1755.11,1535.98,14.3
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,All bedrooms,Apartment,1370.57,1367.72,0.2
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,One bed,All property types,1190.25,1008.92,18.0
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,One bed,Apartment,1189.86,1135.98,4.7
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,Two bed,All property types,1321.53,1382.89,-4.4
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,Two bed,Apartment,1321.72,1409.63,-6.2
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,Three bed,All property types,1639.58,1519.99,7.9
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,Three bed,Semi detached house,1540.2,1423.86,8.2
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,Three bed,Apartment,1616.21,1740.02,-7.1
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,1 to 2 bed,All property types,1292.23,1240.75,4.1
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,1 to 2 bed,Apartment,1292.54,1320.31,-2.1
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,1 to 3 bed,All property types,1400.84,1305.04,7.3
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,1 to 3 bed,Semi detached house,1529.73,1390.73,10.0
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,1 to 3 bed,Apartment,1358.64,1357.78,0.1
20,Brennanstown,53.252619,-6.161597,11.68,37,No,"Cabinteely, Dublin 18",2016,Four plus bed,All property types,2253.1,2074.23,8.6
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,All bedrooms,All property types,1510.39,1365.4,10.6
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,All bedrooms,Detached house,2304.55,1971.94,16.9
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,All bedrooms,Semi detached house,1755.11,1535.98,14.3
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,All bedrooms,Apartment,1370.57,1367.72,0.2
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,One bed,All property types,1190.25,1008.92,18.0
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,One bed,Apartment,1189.86,1135.98,4.7
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,Two bed,All property types,1321.53,1382.89,-4.4
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,Two bed,Apartment,1321.72,1409.63,-6.2
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,Three bed,All property types,1639.58,1519.99,7.9
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,Three bed,Semi detached house,1540.2,1423.86,8.2
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,Three bed,Apartment,1616.21,1740.02,-7.1
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,1 to 2 bed,All property types,1292.23,1240.75,4.1
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,1 to 2 bed,Apartment,1292.54,1320.31,-2.1
21,Laughanstown,53.250606,-6.155006,12.11,39,No,"Cabinteely, Dublin 18",2016,1 to 3 bed,All property types,1400.84,1305.04,7.3
