stop_sequence,station,latitude,longitude,distance_km_to_centre,travel_min_to_centre,park_and_ride,rtb_area,year,bedrooms,property_type,avg_rent,dublin_avg,vs_dublin_pct
3,Ranelagh,53.326433,-6.256203,1.45,7,No,"Ranelagh, Dublin 6",2012,1 to 3 bed,Apartment,1049.07,1012.1,3.7
3,Ranelagh,53.326433,-6.256203,1.45,7,No,"Ranelagh, Dublin 6",2012,1 to 3 bed,Other flats,639.68,630.95,1.4
3,Ranelagh,53.326433,-6.256203,1.45,7,No,"Ranelagh, Dublin 6",2012,Four plus bed,All property types,2061.76,1560.66,32.1
3,Ranelagh,53.326433,-6.256203,1.45,7,No,"Ranelagh, Dublin 6",2012,Four plus bed,Semi detached house,2111.14,1422.71,48.4
3,Ranelagh,53.326433,-6.256203,1.45,7,No,"Ranelagh, Dublin 6",2012,Four plus bed,Terrace house,2197.26,1519.0,44.7
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,All bedrooms,All property types,1030.46,1027.43,0.3
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,All bedrooms,Semi detached house,1515.68,1162.22,30.4
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,All bedrooms,Terrace house,1707.03,1104.94,54.5
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,All bedrooms,Apartment,1055.09,1022.84,3.2
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,All bedrooms,Other flats,644.83,635.31,1.5
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,One bed,All property types,697.07,738.61,-5.6
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,One bed,Apartment,904.83,835.08,8.4
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,One bed,Other flats,593.48,571.27,3.9
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,Two bed,All property types,1126.58,1032.15,9.1
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,Two bed,Terrace house,1256.54,1000.65,25.6
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,Two bed,Apartment,1174.95,1049.16,12.0
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,Two bed,Other flats,874.79,829.56,5.5
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,Three bed,All property types,1694.31,1158.17,46.3
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,Three bed,Semi detached house,1492.16,1096.61,36.1
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,Three bed,Terrace house,1839.93,1122.32,63.9
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,1 to 2 bed,All property types,842.86,922.41,-8.6
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,1 to 2 bed,Semi detached house,912.0,965.7,-5.6
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,1 to 2 bed,Terrace house,1114.49,961.18,16.0
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,1 to 2 bed,Apartment,1038.3,981.35,5.8
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,1 to 2 bed,Other flats,636.97,617.53,3.1
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,1 to 3 bed,All property types,941.96,981.47,-4.0
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,1 to 3 bed,Semi detached house,1194.45,1072.69,11.4
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,1 to 3 bed,Terrace house,1541.22,1047.36,47.2
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,1 to 3 bed,Apartment,1049.07,1012.1,3.7
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,1 to 3 bed,Other flats,639.68,630.95,1.4
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,Four plus bed,All property types,2061.76,1560.66,32.1
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,Four plus bed,Semi detached house,2111.14,1422.71,48.4
4,Beechwood,53.320822,-6.254653,2.08,9,No,"Ranelagh, Dublin 6",2012,Four plus bed,Terrace house,2197.26,1519.0,44.7
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,All bedrooms,All property types,1030.46,1027.43,0.3
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,All bedrooms,Semi detached house,1515.68,1162.22,30.4
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,All bedrooms,Terrace house,1707.03,1104.94,54.5
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,All bedrooms,Apartment,1055.09,1022.84,3.2
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,All bedrooms,Other flats,644.83,635.31,1.5
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,One bed,All property types,697.07,738.61,-5.6
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,One bed,Apartment,904.83,835.08,8.4
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,One bed,Other flats,593.48,571.27,3.9
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,Two bed,All property types,1126.58,1032.15,9.1
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,Two bed,Terrace house,1256.54,1000.65,25.6
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,Two bed,Apartment,1174.95,1049.16,12.0
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,Two bed,Other flats,874.79,829.56,5.5
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,Three bed,All property types,1694.31,1158.17,46.3
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,Three bed,Semi detached house,1492.16,1096.61,36.1
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,Three bed,Terrace house,1839.93,1122.32,63.9
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,1 to 2 bed,All property types,842.86,922.41,-8.6
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,1 to 2 bed,Semi detached house,912.0,965.7,-5.6
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,1 to 2 bed,Terrace house,1114.49,961.18,16.0
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,1 to 2 bed,Apartment,1038.3,981.35,5.8
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,1 to 2 bed,Other flats,636.97,617.53,3.1
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,1 to 3 bed,All property types,941.96,981.47,-4.0
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,1 to 3 bed,Semi detached house,1194.45,1072.69,11.4
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,1 to 3 bed,Terrace house,1541.22,1047.36,47.2
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,1 to 3 bed,Apartment,1049.07,1012.1,3.7
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,1 to 3 bed,Other flats,639.68,630.95,1.4
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,Four plus bed,All property types,2061.76,1560.66,32.1
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,Four plus bed,Semi detached house,2111.14,1422.71,48.4
5,Cowper,53.316467,-6.253447,2.57,11,No,"Ranelagh, Dublin 6",2012,Four plus bed,Terrace house,2197.26,1519.0,44.7
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,All bedrooms,All property types,1332.18,1027.43,29.7
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,All bedrooms,Semi detached house,1651.32,1162.22,42.1
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,All bedrooms,Terrace house,1312.9,1104.94,18.8
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,All bedrooms,Apartment,1310.62,1022.84,28.1
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,One bed,All property types,1015.07,738.61,37.4
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,One bed,Apartment,1045.08,835.08,25.1
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,Two bed,All property types,1333.51,1032.15,29.2
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,Two bed,Terrace house,1269.27,1000.65,26.8
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,Two bed,Apartment,1354.07,1049.16,29.1
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,Three bed,All property types,1565.41,1158.17,35.2
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,Three bed,Apartment,1667.43,1293.08,29.0
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,1 to 2 bed,All property types,1231.85,922.41,33.5
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,1 to 2 bed,Terrace house,1264.05,961.18,31.5
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,1 to 2 bed,Apartment,1248.25,981.35,27.2
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,1 to 3 bed,All property types,1294.75,981.47,31.9
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,1 to 3 bed,Terrace house,1296.77,1047.36,23.8
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2012,1 to 3 bed,Apartment,1304.01,1012.1,28.8
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,All bedrooms,All property types,1295.91,1027.43,26.1
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,All bedrooms,Semi detached house,1449.55,1162.22,24.7
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,All bedrooms,Terrace house,1312.81,1104.94,18.8
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,All bedrooms,Apartment,1159.68,1022.84,13.4
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,One bed,All property types,940.68,738.61,27.4
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,One bed,Apartment,965.0,835.08,15.6
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,Two bed,All property types,1213.86,1032.15,17.6
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,Two bed,Apartment,1242.46,1049.16,18.4
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,Three bed,All property types,1316.33,1158.17,13.7
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,Three bed,Semi detached house,1330.51,1096.61,21.3
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,Three bed,Terrace house,1270.97,1122.32,13.2
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,1 to 2 bed,All property types,1135.5,922.41,23.1
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,1 to 2 bed,Apartment,1152.62,981.35,17.5
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,1 to 3 bed,All property types,1204.18,981.47,22.7
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,1 to 3 bed,Semi detached house,1319.13,1072.69,23.0
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,1 to 3 bed,Terrace house,1236.1,1047.36,18.0
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,1 to 3 bed,Apartment,1157.5,1012.1,14.4
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2012,Four plus bed,All property types,1761.27,1560.66,12.9
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,All bedrooms,All property types,1208.07,1027.43,17.6
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,All bedrooms,Detached house,1559.18,1481.37,5.3
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,All bedrooms,Semi detached house,1424.08,1162.22,22.5
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,All bedrooms,Terrace house,1225.32,1104.94,10.9
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,All bedrooms,Apartment,1156.04,1022.84,13.0
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,One bed,All property types,952.12,738.61,28.9
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,One bed,Apartment,973.1,835.08,16.5
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,Two bed,All property types,1166.21,1032.15,13.0
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,Two bed,Terrace house,1129.5,1000.65,12.9
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,Two bed,Apartment,1175.18,1049.16,12.0
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,Three bed,All property types,1404.16,1158.17,21.2
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,Three bed,Semi detached house,1304.91,1096.61,19.0
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,Three bed,Terrace house,1326.38,1122.32,18.2
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,Three bed,Apartment,1598.76,1293.08,23.6
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,1 to 2 bed,All property types,1114.62,922.41,20.8
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,1 to 2 bed,Terrace house,1129.5,961.18,17.5
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,1 to 2 bed,Apartment,1125.79,981.35,14.7
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,1 to 3 bed,All property types,1162.63,981.47,18.5
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,1 to 3 bed,Semi detached house,1262.44,1072.69,17.7
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,1 to 3 bed,Terrace house,1211.08,1047.36,15.6
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,1 to 3 bed,Apartment,1156.06,1012.1,14.2
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,Four plus bed,All property types,1665.92,1560.66,6.7
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2012,Four plus bed,Semi detached house,1624.62,1422.71,14.2
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,All bedrooms,All property types,1208.07,1027.43,17.6
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,All bedrooms,Detached house,1559.18,1481.37,5.3
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,All bedrooms,Semi detached house,1424.08,1162.22,22.5
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,All bedrooms,Terrace house,1225.32,1104.94,10.9
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,All bedrooms,Apartment,1156.04,1022.84,13.0
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,One bed,All property types,952.12,738.61,28.9
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,One bed,Apartment,973.1,835.08,16.5
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,Two bed,All property types,1166.21,1032.15,13.0
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,Two bed,Terrace house,1129.5,1000.65,12.9
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,Two bed,Apartment,1175.18,1049.16,12.0
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,Three bed,All property types,1404.16,1158.17,21.2
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,Three bed,Semi detached house,1304.91,1096.61,19.0
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,Three bed,Terrace house,1326.38,1122.32,18.2
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,Three bed,Apartment,1598.76,1293.08,23.6
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,1 to 2 bed,All property types,1114.62,922.41,20.8
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,1 to 2 bed,Terrace house,1129.5,961.18,17.5
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,1 to 2 bed,Apartment,1125.79,981.35,14.7
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,1 to 3 bed,All property types,1162.63,981.47,18.5
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,1 to 3 bed,Semi detached house,1262.44,1072.69,17.7
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,1 to 3 bed,Terrace house,1211.08,1047.36,15.6
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,1 to 3 bed,Apartment,1156.06,1012.1,14.2
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,Four plus bed,All property types,1665.92,1560.66,6.7
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2012,Four plus bed,Semi detached house,1624.62,1422.71,14.2
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,All bedrooms,All property types,1282.2,1027.43,24.8
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,All bedrooms,Detached house,1696.99,1481.37,14.6
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,All bedrooms,Semi detached house,1486.12,1162.22,27.9
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,All bedrooms,Terrace house,1354.67,1104.94,22.6
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,All bedrooms,Apartment,1178.54,1022.84,15.2
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,One bed,All property types,915.85,738.61,24.0
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,One bed,Apartment,935.7,835.08,12.0
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,Two bed,All property types,1167.13,1032.15,13.1
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,Two bed,Apartment,1164.58,1049.16,11.0
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,Three bed,All property types,1426.67,1158.17,23.2
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,Three bed,Semi detached house,1350.93,1096.61,23.2
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,Three bed,Apartment,1516.81,1293.08,17.3
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,1 to 2 bed,All property types,1111.92,922.41,20.5
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,1 to 2 bed,Apartment,1113.72,981.35,13.5
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,1 to 3 bed,All property types,1202.42,981.47,22.5
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,1 to 3 bed,Semi detached house,1320.34,1072.69,23.1
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,1 to 3 bed,Terrace house,1276.41,1047.36,21.9
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,1 to 3 bed,Apartment,1171.3,1012.1,15.7
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,Four plus bed,All property types,1736.21,1560.66,11.2
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,Four plus bed,Detached house,1790.53,1794.08,-0.2
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2012,Four plus bed,Semi detached house,1774.57,1422.71,24.7
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,All bedrooms,All property types,1282.2,1027.43,24.8
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,All bedrooms,Detached house,1696.99,1481.37,14.6
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,All bedrooms,Semi detached house,1486.12,1162.22,27.9
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,All bedrooms,Terrace house,1354.67,1104.94,22.6
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,All bedrooms,Apartment,1178.54,1022.84,15.2
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,One bed,All property types,915.85,738.61,24.0
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,One bed,Apartment,935.7,835.08,12.0
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,Two bed,All property types,1167.13,1032.15,13.1
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,Two bed,Apartment,1164.58,1049.16,11.0
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,Three bed,All property types,1426.67,1158.17,23.2
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,Three bed,Semi detached house,1350.93,1096.61,23.2
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,Three bed,Apartment,1516.81,1293.08,17.3
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,1 to 2 bed,All property types,1111.92,922.41,20.5
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,1 to 2 bed,Apartment,1113.72,981.35,13.5
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,1 to 3 bed,All property types,1202.42,981.47,22.5
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,1 to 3 bed,Semi detached house,1320.34,1072.69,23.1
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,1 to 3 bed,Terrace house,1276.41,1047.36,21.9
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,1 to 3 bed,Apartment,1171.3,1012.1,15.7
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,Four plus bed,All property types,1736.21,1560.66,11.2
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,Four plus bed,Detached house,1790.53,1794.08,-0.2
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2012,Four plus bed,Semi detached house,1774.57,1422.71,24.7
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,All bedrooms,All property types,1143.65,1027.43,11.3
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,All bedrooms,Semi detached house,1289.34,1162.22,10.9
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,All bedrooms,Terrace house,1236.56,1104.94,11.9
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,All bedrooms,Apartment,1131.14,1022.84,10.6
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,One bed,All property types,928.07,738.61,25.7
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,One bed,Apartment,950.35,835.08,13.8
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,Two bed,All property types,1142.33,1032.15,10.7
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,Two bed,Apartment,1141.64,1049.16,8.8
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,Three bed,All property types,1305.67,1158.17,12.7
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,Three bed,Semi detached house,1208.71,1096.61,10.2
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,Three bed,Apartment,1366.16,1293.08,5.7
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,1 to 2 bed,All property types,1085.88,922.41,17.7
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,1 to 2 bed,Apartment,1094.74,981.35,11.6
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2012,1 to 3 bed,All property types,1129.4,981.47,15.1
